PLAYERID,LAST,FIRST,NICKNAME,BIRTHDATE,BIRTH CITY,BIRTH STATE,BIRTH COUNTRY,PLAY DEBUT,PLAY LASTGAME,MGR DEBUT,MGR LASTGAME,COACH DEBUT,COACH LASTGAME,UMP DEBUT,UMP LASTGAME,DEATHDATE,DEATH CITY,DEATH STATE,DEATH COUNTRY,BATS,THROWS,HEIGHT,WEIGHT,CEMETERY,CEME CITY,CEME STATE,CEME COUNTRY,CEME NOTE,BIRTH NAME,NAME CHG,BAT CHG,HOF
gabrl101,Gabrielson,"Leonard Hilbourne","Len","09/08/1915","Oakland","California","USA","04/21/1939","04/25/1939",,,,,,,"11/14/2000","Stanford","California","USA",L,L,"6-03",210,,,,,,,,,NOT
gabrl102,Gabrielson,"Leonard Gary","Len","02/14/1940","Oakland","California","USA","09/09/1960","09/30/1970",,,,,,,,,,,L,R,"6-04",210,,,,,,,,,NOT
gaddj101,Gaddy,"John Wilson","John","02/05/1914","Wadesboro","North Carolina","USA","09/27/1938","10/02/1938",,,,,,,"05/03/1966","Albemarle","North Carolina","USA",R,R,"6-00.5",182,"Fairview Memorial Park","Albemarle","North Carolina","USA",,,,,NOT
gaede101,Gaedel,"Edward Carl","Eddie","06/08/1925","Chicago","Illinois","USA","08/19/1951","08/19/1951",,,,,,,"06/18/1961","Chicago","Illinois","USA",R,L,"3-07",65,"St. Mary Cemetery","Evergreen Park","Illinois","USA",,"Edward Carl Gaedele",,,NOT
gaetg001,Gaetti,"Gary Joseph","Gary","08/19/1958","Centralia","Illinois","USA","09/20/1981","04/12/2000",,,"04/02/2002","07/11/2006",,,,,,,R,R,"6-00",180,,,,,,,,,NOT
gaffb001,Gaff,"Brent Allen","Brent","10/05/1958","Fort Wayne","Indiana","USA","07/07/1982","09/30/1984",,,,,,,,,,,R,R,"6-02",200,,,,,,,,,NOT
gafff101,Gaffke,"Fabian Sebastian","Fabian","08/05/1913","Milwaukee","Wisconsin","USA","09/09/1936","08/12/1942",,,,,,,"02/08/1992","Milwaukee","Wisconsin","USA",R,R,"5-10",185,"St. Adalbert Cemetery","Milwaukee","Wisconsin","USA",,,,,NOT
gaglp101,Gagliano,"Philip Joseph","Phil","12/27/1941","Memphis","Tennessee","USA","04/16/1963","10/01/1974",,,,,,,"12/20/2016","Hollister","Missouri","USA",R,R,"6-01",180,"Cremated",,,,,,,,NOT
gaglr101,Gagliano,"Ralph Michael","Ralph","10/08/1946","Memphis","Tennessee","USA","09/21/1965","09/21/1965",,,,,,,,,,,L,R,"5-11",170,,,,,,,,,NOT
gagnc101,Gagnon,"Harold Dennis","Chick","09/27/1897","Millbury","Massachusetts","USA","06/27/1922","07/10/1924",,,,,,,"04/30/1970","Wilmington","Delaware","USA",R,R,"5-07.5",158,"St. John Cemetery","Worcester","Massachusetts","USA",,,,,NOT
gagnd001,Gagnon,"Andrew Miles","Drew","06/26/1990","Columbia","California","USA","07/10/2018","09/25/2019",,,,,,,,,,,R,R,"6-04",215,,,,,,,,,NOT
gagne001,Gagne,"Eric Serge","Eric","01/07/1976","Montreal","Quebec","Canada","09/07/1999","10/04/2008",,,,,,,,,,,R,R,"6-02",195,,,,,,,,,NOT
gagne101,Gagnier,"John Edward","Ed","04/16/1883","Hamtramck","Michigan","USA","04/14/1914","09/08/1915",,,,,,,"09/13/1946","Detroit","Michigan","USA",R,R,"5-09",170,"Mount Olivet Cemetery","Detroit","Michigan","USA",,,,,NOT
gagng001,Gagne,"Gregory Carpenter","Greg","11/12/1961","Fall River","Massachusetts","USA","06/05/1983","09/27/1997",,,,,,,,,,,R,R,"5-11",185,,,,,,,,,NOT
gaguc101,Geggus,"Charles Frederick","Charlie","03/25/1862","San Francisco","California","USA","08/07/1884","10/19/1884",,,,,,,"01/16/1917","San Francisco","California","USA",R,,,150,"Holy Cross Cemetery","Colma","California","USA","Section D, Row 1, Plot 10, Area 3, UGV",,,,NOT
gaile001,Gaillard,"Julian Edward","Eddie","08/13/1970","Camden","New Jersey","USA","08/11/1997","10/03/1999",,,,,,,,,,,R,R,"6-01",180,,,,,,,,,NOT
gaind101,Gainer,"Dellas Clinton","Del","11/10/1886","Montrose","West Virginia","USA","10/02/1909","09/30/1922",,,,,,,"01/29/1947","Elkins","West Virginia","USA",R,R,"6-00",180,"Maplewood Cemetery","Elkins","West Virginia","USA",,,,,NOT
gainj001,Gainer,"Johnathan Keith","Jay","10/08/1966","Panama City","Florida","USA","05/14/1993","10/02/1993",,,,,,,,,,,L,L,"6-00",190,,,,,,,,,NOT
gainj101,Gaines,"Arnesta Joe","Joe","11/22/1936","Bryan","Texas","USA","06/29/1960","10/02/1966",,,,,,,,,,,R,R,"6-01",190,,,,,,,,,NOT
gainn101,Gaines,"Willard Roland","Nemo","12/23/1897","Alexandria","Virginia","USA","06/26/1921","07/16/1921",,,,,,,"01/26/1979","Warrenton","Virginia","USA",L,L,"6-00",180,"Arlington National Cemetery","Arlington","Virginia","USA","Sec 59/Lot 813; 38.52.639N 77.03.937W",,,,NOT
gaint001,Gainey,"Telmanch","Ty","12/25/1960","Cheraw","South Carolina","USA","04/24/1985","10/03/1987",,,,,,,,,,,L,R,"6-01",190,,,,,,,,,NOT
gaisf101,Gaiser,"Frederick Jacob","Fred","08/31/1885","Stuttgart",,"Germany","09/03/1908","09/03/1908",,,,,,,"10/09/1918","Trenton","New Jersey","USA",,R,,,"Riverview Cemetery","Trenton","New Jersey","USA",,,,,NOT
gajks001,Gajkowski,"Stephen Robert","Steve","12/30/1969","Seattle","Washington","USA","05/25/1998","09/27/1998",,,,,,,,,,,R,R,"6-02",200,,,,,,,,,NOT
gaked001,Gakeler,"Daniel Michael","Dan","05/01/1964","Mount Holly","New Jersey","USA","06/09/1991","10/05/1991",,,,,,,,,,,R,R,"6-06",215,,,,,,,,,NOT
galaa001,Galarraga,"Andres Jose","Andres","06/18/1961","Caracas","Distrito Federal","Venezuela","08/23/1985","10/03/2004",,,,,,,,,,,R,R,"6-03",235,,,,,,"Andres Jose Padovani (Galarraga)",,,NOT
galaa002,Galarraga,"Armando Antonio (Barreto)","Armando","01/15/1982","Cumana","Sucre","Venezuela","09/15/2007","08/19/2012",,,,,,,,,,,R,R,"6-04",180,,,,,,,,,NOT
galaa101,Galan,"August John","Augie","05/23/1912","Berkeley","California","USA","04/29/1934","09/16/1949",,,"04/13/1954","09/26/1954",,,"12/28/1993","Fairfield","California","USA",B,R,"6-00",175,"St. Joseph Cemetery","San Pablo","California","USA",,,,,NOT
galab101,Galasso,"Robert Joseph","Bob","01/13/1952","Connellsville","Pennsylvania","USA","07/24/1977","09/05/1981",,,,,,,,,,,L,R,"6-01",205,,,,,,,,,NOT
galam101,Galatzer,"Milton","Milt","05/04/1907","Chicago","Illinois","USA","06/25/1933","10/01/1939",,,,,,,"01/29/1976","San Francisco","California","USA",L,L,"5-10",168,"Ridgelawn Cemetery","Chicago","Illinois","USA",,,,,NOT
galed101,Galehouse,"Dennis Ward","Denny","12/07/1911","Marshallville","Ohio","USA","04/30/1934","05/03/1949",,,,,,,"12/12/1998","Doylestown","Ohio","USA",R,R,"6-01",195,"Chestnut Hills Cemetery","Doylestown","Ohio","USA",,,,,NOT
galer001,Gale,"Richard Blackwell","Rich","01/19/1954","Littleton","New Hampshire","USA","04/30/1978","09/28/1984",,,"04/07/1992","10/03/1993",,,,,,,R,R,"6-07",225,,,,,,,,,NOT
galer002,Gale,"Rocky Michael","Rocky","02/22/1988","Portland","Oregon","USA","09/06/2015","05/12/2019",,,,,,,,,,,R,R,"6-01",175,,,,,,,,,NOT
galla101,Gallagher,"Alan Mitchell Edward George Patrick Henry","Al","10/19/1945","San Francisco","California","USA","04/07/1970","09/27/1973",,,,,,,"12/06/2018","Fresno","California","USA",R,R,"6-00",180,,,,,,,,,NOT
gallb101,Gallagher,"Robert Collins","Bob","07/07/1947","Newton","Massachusetts","USA","05/17/1972","09/26/1975",,,,,,,,,,,L,L,"6-03",185,,,,,,,,,NOT
gallb103,Gallia,"Melvin Allys","Bert","10/14/1891","Beeville","Texas","USA","09/04/1912","07/31/1920",,,,,,,"03/19/1976","Devine","Texas","USA",R,R,"6-00",165,"St. Joseph Cemetery","Devine","Texas","USA",,,,,NOT
gallb104,Gallagher,"William J.","Bill","10/  /1865","Philadelphia","Pennsylvania","USA","05/02/1883","06/18/1884",,,,,,,"04/07/1899","Philadelphia","Pennsylvania","USA",,L,,,"Old Cathedral Cemetery","Philadelphia","Pennsylvania","USA",,,,,NOT
gallc001,Gallagher,"Cameron Joseph","Cam","12/06/1992","Lancaster","Pennsylvania","USA","08/06/2017","10/03/2021",,,,,,,,,,,R,R,"6-03",230,,,,,,,,,NOT
gallc101,Galloway,"Clarence Edward","Chick","08/04/1896","Clinton","South Carolina","USA","09/09/1919","07/25/1928",,,,,,,"11/07/1969","Clinton","South Carolina","USA",R,R,"5-08",160,"Rosemont Cemetery","Clinton","South Carolina","USA",,,,,NOT
galld001,Gallagher,"David Thomas","Dave","09/20/1960","Trenton","New Jersey","USA","04/12/1987","10/02/1995",,,,,,,,,,,R,R,"6-00",180,,,,,,,,,NOT
galld101,Gallagher,"Douglas Eugene","Doug","02/21/1940","Fremont","Ohio","USA","04/09/1962","09/26/1962",,,,,,,"12/17/2017","Fremont","Ohio","USA",R,L,"6-03.5",195,"Greenlawn Memory Gardens","Clyde","Ohio","USA",,,,,NOT
galle101,Gallagher,"Edward Michael","Ed","11/28/1910","Dorchester","Massachusetts","USA","07/08/1932","09/24/1932",,,,,,,"12/22/1981","Hyannis","Massachusetts","USA",B,L,"6-02",197,"Mosswood Cemetery","Cotuit","Massachusetts","USA",,,,,NOT
gallg001,Gallegos,"Giovanny","Giovanny","08/14/1991","Obregon","Sonora","Mexico","05/12/2017","10/06/2021",,,,,,,,,,,R,R,"6-02",210,,,,,,,,,NOT
gallg101,Gallagher,"Lawrence Kirby","Gil","09/05/1896","Washington","D.C.","USA","09/13/1922","10/01/1922",,,,,,,"01/06/1957","Washington","D.C.","USA",B,R,"5-08",155,"Arlington National Cemetery","Arlington","Virginia","USA","Sec 31/Lot 5232; 38.52.923N 77.04.135W",,,,NOT
galli001,Galloway,"Isaac","Isaac","10/10/1989","Pomona Valley","California","USA","07/31/2018","05/10/2019",,,,,,,,,,,R,R,"6-02",205,,,,,,,,,NOT
gallj001,Gall,"John Christopher","John","04/02/1978","Stanford","California","USA","07/26/2005","05/17/2007",,,,,,,,,,,R,R,"6-00",195,,,,,,,,,NOT
gallj002,Gallo,"Joseph Nicholas","Joey","11/19/1993","Henderson","Nevada","USA","06/02/2015","10/05/2021",,,,,,,,,,,L,R,"6-05",230,,,,,,,,,NOT
gallj101,Galloway,"James Cato","Jim","09/16/1887","Iredell","Texas","USA","08/24/1912","10/01/1912",,,,,,,"05/03/1950","Fort Worth","Texas","USA",B,R,"6-03",187,"Odd Fellows Cemetery","Georgetown","Texas","USA",,,,,NOT
gallj102,Galligan,"John T.","John","06/  /1865","Easton","Pennsylvania","USA","09/02/1889","10/14/1889",,,,,,,"08/22/1937","Bronx","New York","USA",,,"5-10",160,"Easton Cemetery","Easton","Pennsylvania","USA",,,,,NOT
gallj103,Gallagher,"Joseph Emmett","Joe","03/07/1914","Buffalo","New York","USA","04/20/1939","09/29/1940",,,,,,,"02/25/1998","Houston","Texas","USA",R,R,"6-02",210,"Cushing Cemetery","Cushing","Texas","USA",,,,,NOT
gallj104,Gallagher,"John Laurence","Jackie","01/28/1902","Providence","Rhode Island","USA","08/24/1923","08/24/1923",,,,,,,"09/10/1984","Gladwyne","Pennsylvania","USA",L,R,"5-10",175,"St. Francis Cemetery","Pawtucket","Rhode Island","USA",,,,,NOT
gallj105,Gallagher,"John Carroll","John","02/18/1892","Pittsburgh","Pennsylvania","USA","08/20/1915","10/03/1915",,,,,,,"03/30/1952","Norfolk","Virginia","USA",R,R,"5-10.5",156,"Forest Lawn Cemetery","Norfolk","Virginia","USA",,,,,NOT
gallj106,Galligan,"Peter F.","Pete","01/  /1860","Chicago","Illinois","USA","09/04/1886","09/04/1886",,,,,,,"05/20/1917","Chicago","Illinois","USA",,,,,"Calvary Catholic Cemetery","Evanston","Illinois","USA",,,,,NOT
gallm001,Gallego,"Michael Anthony","Mike","10/31/1960","Whittier","California","USA","04/11/1985","07/23/1997",,,"05/01/2002","11/03/2021",,,,,,,R,R,"5-08",160,,,,,,,,,NOT
gallm002,Gallo,"Michael Dwain","Mike","04/02/1977","Long Beach","California","USA","07/02/2003","05/31/2006",,,,,,,,,,,L,L,"6-00",170,,,,,,,,,NOT
gallp101,Gallivan,"Philip Joseph","Phil","05/29/1907","Seattle","Washington","USA","04/21/1931","09/29/1934",,,,,,,"11/24/1969","St. Paul","Minnesota","USA",R,R,"6-00",170,"Willow River Cemetery","Hudson","Wisconsin","USA",,,,,NOT
galls001,Gallagher,"Sean Patrick","Sean","12/30/1985","Boston","Massachusetts","USA","06/09/2007","10/03/2010",,,,,,,,,,,R,R,"6-02",225,,,,,,,,,NOT
galls101,Gallagher,"Charles William","Shorty","04/30/1872","Detroit","Michigan","USA","08/13/1901","08/13/1901",,,,,,,"06/23/1924","Detroit","Michigan","USA",,,,,"Mount Olivet Cemetery","Detroit","Michigan","USA",,,,,NOT
galls102,Galle,"Stanley Joseph","Stan","02/07/1919","Milwaukee","Wisconsin","USA","04/14/1942","05/13/1942",,,,,,,"01/28/2006","Mobile","Alabama","USA",R,R,"5-07",165,"Catholic Cemetery","Mobile","Alabama","USA",,"Stanley Joseph Galazewski",,,NOT
gallw102,Gallagher,"William Howard","William","02/04/1874","Boston","Massachusetts","USA","08/19/1896","09/01/1896",,,,,,,"03/11/1950","Worcester","Massachusetts","USA",,,,,"St. Patrick Cemetery","Lowell","Massachusetts","USA",,,,,NOT
gally001,Gallardo,"Yovani","Yovani","02/27/1986","La Piedad","Michoacan","Mexico","06/18/2007","09/30/2018",,,,,,,,,,,R,R,"6-01",210,,,,,,,,,NOT
gallz001,Gallen,Zachary Peter,Zac,08/03/1995,Gibbsboro,New Jersey,USA,06/20/2019,"10/02/2021",,,,,,,,,,,R,R,"6-02",191,,,,,,,,,
galvb001,Galvez,"Balvino (Jerez)","Balvino","03/31/1964","San Pedro de Macoris","Macoris","Dominican Republic","05/07/1986","10/05/1986",,,,,,,,,,,R,R,"6-00",170,,,,,,,,,NOT
galvf001,Galvis,"Freddy Jose","Freddy","11/14/1989","Punto Fijo","Falcon","Venezuela","04/05/2012","10/03/2021",,,,,,,,,,,B,R,"5-10",170,,,,,,,,,NOT
galvj101,Galvin,"John A.","John","08/  /1842",,"New York","USA","05/07/1872","05/07/1872",,,,,,,"04/20/1904","Brooklyn","New York","USA",,,"5-07",178,"Holy Cross Cemetery","Brooklyn","New York","USA",,,,,NOT
galvj102,Galvin,"James Joseph","Jim","08/11/1907","Somerville","Massachusetts","USA","09/27/1930","09/28/1930",,,,,,,"09/30/1969","Marietta","Georgia","USA",R,R,"5-11.5",180,"Resthaven Garden of Memories","Decatur","Georgia","USA",,,,,NOT
galvj103,Galvin,"James Francis","Pud","12/25/1856","St. Louis","Missouri","USA","05/22/1875","08/02/1892","05/01/1885","06/06/1885",,,"09/21/1881","07/24/1895","03/07/1902","Allegheny City","Pennsylvania","USA",R,R,"5-08",190,"Calvary Cemetery","Pittsburgh","Pennsylvania","USA","Section D, Lot 167",,,,HOF
galvl101,Galvin,"James Louis","Lou","04/23/1863","St. Paul","Minnesota","USA","10/01/1884","10/12/1884",,,,,,,"08/25/1916","Los Angeles","California","USA",,,,,"Hollywood Forever Cemetery","North Hollywood","California","USA",,,,,NOT
gambb101,Gamble,"Robert","Bob","02/06/1866","Philadelphia","Pennsylvania","USA","05/02/1888","05/02/1888",,,,,,,"08/04/1958","West Rockhill Township, Bucks Cty","Pennsylvania","USA",R,R,"5-10",155,"Northwood Cemetery","Philadelphia","Pennsylvania","USA",,,,,NOT
gambe001,Gamboa,"Eduardo Avila","Eddie","12/21/1984","Merced","California","USA","09/02/2016","10/02/2016",,,,,,,,,,,R,R,"6-01",215,,,,,,,,,NOT
gambj101,Gamble,"John Robert","John","02/10/1948","Reno","Nevada","USA","09/07/1972","05/25/1973",,,,,,,,,,,R,R,"5-10",165,,,,,,,,,NOT
gambl101,Gamble,"Lee Jesse","Lee","06/28/1910","Renovo","Pennsylvania","USA","09/15/1935","08/21/1940",,,,,,,"10/05/1994","Punxsutawney","Pennsylvania","USA",L,R,"6-01",170,"Morningside Cemetery","DuBois","Pennsylvania","USA","Section 6, West Half 93",,,,NOT
gambo001,Gamble,"Oscar Charles","Oscar","12/20/1949","Ramer","Alabama","USA","08/27/1969","08/08/1985",,,,,,,"01/31/2018","Birmingham","Alabama","USA",L,R,"5-11",160,"Calvary Baptist Church Cemetery","Ramer","Alabama","USA",,,,,NOT
gameb001,Gamel,"Benjamin Joseph","Ben","05/17/1992","Neptune Beach","Florida","USA","05/06/2016","10/03/2021",,,,,,,,,,,L,L,"5-11",185,,,,,,,,,NOT
gamem001,Gamel,"Mathew Lawrence","Mat","07/26/1985","Jacksonville","Florida","USA","09/03/2008","05/01/2012",,,,,,,,,,,L,R,"6-00",195,,,,,,,,,NOT
gammd101,Gammons,"John Ashley","Daff","03/17/1876","New Bedford","Massachusetts","USA","04/23/1901","06/26/1901",,,,,,,"09/24/1963","East Greenwich","Rhode Island","USA",R,R,"5-11",170,"Oak Grove Cemetery","New Bedford","Massachusetts","USA",,,,,NOT
gandb101,Gandy,"Robert Brinkley","Bob","08/25/1893","Jacksonville","Florida","USA","10/05/1916","10/05/1916",,,,,,,"06/19/1945","Jacksonville","Florida","USA",L,R,"6-03",180,"Oaklawn Cemetery","Jacksonville","Florida","USA",,,,,NOT
gandc101,Gandil,"Arnold","Chick","01/19/1888","St. Paul","Minnesota","USA","04/14/1910","10/09/1919",,,,,,,"12/13/1970","Calistoga","California","USA",R,R,"6-01.5",190,"St. Helena Cemetery","St. Helena","California","USA","Block 20, Just Off Live Oak Road [cremated]",,,,NOT
gandg001,Gandarillas,"Gustavo","Gus","07/19/1971","Coral Gables","Florida","USA","07/17/2001","10/05/2001",,,,,,,,,,,R,R,"6-00",190,,,,,,,,,NOT
ganlb101,Ganley,"Robert Stephen","Bob","04/23/1875","Lowell","Massachusetts","USA","09/01/1905","09/27/1909",,,,,,,"10/09/1945","Lowell","Massachusetts","USA",L,L,"5-07",156,"St. Patrick Cemetery","Lowell","Massachusetts","USA",,,,,NOT
gannb101,Gannon,"William Patrick","Bill","03/17/1873","New Haven","Connecticut","USA","09/09/1901","10/06/1901",,,,,,,"04/26/1927","Fort Worth","Texas","USA",,,"5-09",170,"Greenwood Memorial Park","Fort Worth","Texas","USA",,,,,NOT
ganng101,Gannon,"James Edward","Gussie","11/26/1873","Erie","Pennsylvania","USA","06/15/1895","06/15/1895",,,,,,,"04/12/1966","Erie","Pennsylvania","USA",L,L,"5-11",154,"Trinity Cemetery","Erie","Pennsylvania","USA","Section Y, Lot 85, Grave 5",,,,NOT
gannj101,Gannon,"Michael Joseph","Joe","02/22/1877","St. Louis","Missouri","USA","08/28/1898","08/28/1898",,,,,,,"03/19/1931","St. Louis","Missouri","USA",,,,160,"Calvary Cemetery","St. Louis","Missouri","USA",,,,,NOT
gantj001,Gantner,"James Elmer","Jim","01/05/1953","Fond du Lac","Wisconsin","USA","09/03/1976","10/03/1992",,,"04/02/1996","09/28/1997",,,,,,,L,R,"6-00",180,,,,,,,,,NOT
gantj002,Gant,"John Michael","John","08/06/1992","Savannah","Georgia","USA","04/06/2016","10/01/2021",,,,,,,,,,,R,R,"6-05",205,,,,,,,,,NOT
gantj101,Gantenbein,"Joseph Steven","Joe","08/25/1915","San Francisco","California","USA","04/20/1939","09/28/1940",,,,,,,"08/02/1993","Novato","California","USA",L,R,"5-09",168,"Valley Memorial Park","Novato","California","USA",,,,,NOT
gantr001,Gant,"Ronald Edwin","Ron","03/02/1965","Victoria","Texas","USA","09/06/1987","05/25/2003",,,,,,,,,,,R,R,"6-00",172,,,,,,,,,NOT
ganzb101,Ganzel,"Foster Pirie","Babe","05/22/1901","Malden","Massachusetts","USA","09/19/1927","05/10/1928",,,,,,,"02/06/1978","Jacksonville","Florida","USA",R,R,"5-10.5",172,,,,,,,,,NOT
ganzc101,Ganzel,"Charles William","Charlie","06/18/1862","Waterford","Wisconsin","USA","09/27/1884","09/21/1897",,,,,"05/17/1886","09/14/1901","04/07/1914","Quincy","Massachusetts","USA",R,R,"6-00",161,"Mount Wollaston Cemetery","Quincy","Massachusetts","USA",,,,,NOT
ganzj101,Ganzel,"John Henry","John","04/07/1874","Kalamazoo","Michigan","USA","04/21/1898","09/30/1908","4/14/1908","09/30/1915",,,,,"01/14/1959","Orlando","Florida","USA",R,R,"6-00.5",195,"Cremated",,,,,,,,NOT
garae001,Garabito,"Eddy Jorge","Eddy","12/02/1976","Bajos de Haina","San Cristobal","Dominican Republic","05/27/2005","08/08/2005",,,,,,,,,,,B,R,"5-08",186,,,,,,,,,NOT
garaj101,Garagiola,"Joseph Henry","Joe","02/12/1926","St. Louis","Missouri","USA","05/26/1946","09/26/1954",,,,,,,"03/23/2016","Scottsdale","Arizona","USA",L,R,"6-00",190,"Resurrection Cemetery","St. Louis","Missouri","USA","Cremated",,,,NOT
garak001,Garagozzo,"Keith John","Keith","10/25/1969","Camden","New Jersey","USA","04/05/1994","04/28/1994",,,,,,,,,,,L,L,"6-00",170,,,,,,,,,NOT
garav001,Garate,"Victor J.","Victor","09/25/1984","Maracay","Aragua","Venezuela","09/05/2009","09/22/2009",,,,,,,,,,,L,L,"6-02",210,,,,,,,,,NOT
garba101,Garbowski,"Alexander","Alex","06/25/1922","Yonkers","New York","USA","04/16/1952","05/09/1952",,,,,,,"06/27/2008","Putnam Valley","New York","USA",R,R,"6-01",185,"St. Mary Cemetery","Yonkers","New York","USA",,,,,NOT
garbb001,Garbey,"Barbaro (Garbey)","Barbaro","12/04/1956","Santiago de Cuba",,"Cuba","04/03/1984","10/02/1988",,,,,,,,,,,R,R,"5-10",170,,,,,,,,,NOT
garbb101,Garber,"Robert Mitchell","Bob","09/10/1928","Hunker","Pennsylvania","USA","05/13/1956","09/23/1956",,,,,,,"06/07/1999","Redwood City","California","USA",R,R,"6-01",190,"New St. Joseph Catholic Cemetery","Connellsville","Pennsylvania","USA",,,,,NOT
garbb102,Garbark,"Robert Michael","Bob","11/13/1909","Houston","Texas","USA","09/03/1934","08/19/1945",,,,,,,"08/15/1990","Meadville","Pennsylvania","USA",R,R,"5-11",178,"St. Brigids Cemetery","Meadville","Pennsylvania","USA",,,,,NOT
garbg001,Garber,"Henry Eugene","Gene","11/13/1947","Lancaster","Pennsylvania","USA","06/17/1969","07/01/1988",,,,,,,,,,,R,R,"5-10",175,,,,,,,,,NOT
garbm101,Garbark,"Nathaniel Michael","Mike","02/02/1916","Houston","Texas","USA","04/18/1944","09/01/1945",,,,,,,"08/31/1994","Charlotte","North Carolina","USA",R,R,"6-00",200,"Evergreen Cemetery","Charlotte","North Carolina","USA",,,,,NOT
garca001,Garcia,"Amaury Miguel (Paula)","Amaury","05/20/1975","Santo Domingo","Distrito Nacional","Dominican Republic","07/05/1999","10/03/1999",,,,,,,,,,,R,R,"5-10",160,,,,,,,,,NOT
garca002,Garcia,"Anderson","Anderson","03/23/1981","Santo Domingo","Distrito Nacional","Dominican Republic","07/07/2007","07/07/2007",,,,,,,,,,,R,R,"6-02",180,,,,,,,,,NOT
garca003,Garcia,"Avisail Antonio","Avisail","06/12/1991","Anaco","Anzoategui","Venezuela","08/31/2012","10/12/2021",,,,,,,,,,,R,R,"6-04",240,,,,,,,,,NOT
garca004,Garcia,"Adonis (Arrieta)","Adonis","04/12/1985","Ciego de Avila",,"Cuba","05/19/2015","10/01/2017",,,,,,,,,,,R,R,"5-09",190,,,,,,,,,NOT
garca005,Garcia,"Jose Adolis","Adolis","03/02/1993","Ciego de Avila",,"Cuba","08/08/2018","10/03/2021",,,,,,,,,,,R,R,"6-01",180,,,,,,,,,NOT
garca006,Garcia,"Aramis Michael","Aramis","01/12/1993","Hialeah","Florida","USA","08/31/2018","07/24/2021",,,,,,,,,,,R,R,"6-02",220,,,,,,,,,NOT
garcb001,Garcia,Bryan,Bryan,04/19/1995,Miami,Florida,USA,09/02/2019,"10/01/2021",,,,,,,,,,,R,R,"6-01",203,,,,,,,,,
garcc001,Garcia,"Carlos Jesus (Guerrero)","Carlos","10/15/1967","Tachira","Tachira","Venezuela","09/20/1990","04/15/1999",,,"04/04/2005","10/03/2010",,,,,,,R,R,"6-01",185,,,,,,,,,NOT
garcc002,Garcia,"Christian J.","Christian","08/24/1985","Miami","Florida","USA","09/04/2012","10/10/2012",,,,,,,,,,,R,R,"6-05",215,,,,,,,,,NOT
garcc101,Garcia,"Vinicio Otilio (Uscanga)","Chico","12/13/1924","Veracruz","Veracruz","Mexico","04/24/1954","09/20/1954",,,,,,,"08/16/2007","Monterrey","Nuevo Leon","Mexico",R,R,"5-08",170,"Parque Funeral Guadalupe","Monterrey","Nuevo Leon","Mexico",,,,,NOT
garcd001,Garcia,"Damaso Domingo (Sanchez)","Damaso","02/07/1957","Moca","Espaillat","Dominican Republic","06/24/1978","09/12/1989",,,,,,,"04/15/2020","Santo Domingo","Distrito Nacional","Dominican Republic",R,R,"6-01",165,"Cementerio Puerta del Cielo","Santo Domingo","Distrito Nacional","Dominican Republic",,,,,NOT
garcd002,Garcia,"Daniel Joseph","Daniel","04/12/1980","Riverside","California","USA","09/02/2003","10/03/2004",,,,,,,,,,,R,R,"6-00",180,,,,,,,,,NOT
